conversation_id_str,created_at,tweet,label
2.68E+18,Mon Feb 17 17:47:51 +0000 2025,"Proses aktivasi #tiktokpaylater cepet banget. Gue kira bakal ribet kayak aplikasi lain, tapi ini tinggal klik doang langsung bisa dipake. Ini pengalaman pribadi ya, bisa jadi beda buat orang lain.",netral
1.53E+19,Mon Jan 06 05:40:08 +0000 2025,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Kadang suka was-was juga sih, takut kelupaan bayar.",netral
3.89E+18,Tue Oct 05 06:56:04 +0000 2021,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Intinya sih, harus pintar-pintar ngatur keuangan.",netral
1.34E+19,Tue Apr 11 04:40:48 +0000 2023,"Kalau lagi kepepet dan dompet lagi tipis, #gopaylater bisa jadi penyelamat. Tapi inget, jangan sampai ketergantungan karena bisa bikin kebiasaan jelek juga. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",netral
1.67E+19,Sun Jun 19 18:33:22 +0000 2022,"#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Ini pengalaman pribadi ya, bisa jadi beda buat orang lain.",netral
3.86E+18,Wed Nov 29 15:27:28 +0000 2023,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Kadang suka was-was juga sih, takut kelupaan bayar.",netral
1.42E+19,Sat Aug 19 20:41:45 +0000 2023,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Ini pengalaman pribadi ya, bisa jadi beda buat orang lain.",netral
1.34E+19,Wed Feb 08 01:32:12 +0000 2023,"#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",netral
8.64E+18,Wed Jul 31 09:21:22 +0000 2024,"#shopeepaylater ini solusi banget buat yang suka belanja tapi belum gajian. Tapi jangan sampai dijadikan alasan buat gaya hidup konsumtif ya. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",positif
1.07E+19,Sat Sep 07 21:38:59 +0000 2024,"Tiap kali scroll TikTok, pasti muncul barang lucu dan karena udah ada #tiktokpaylater, tinggal klik beli. Bahaya sih, tapi emang memudahkan. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",negatif
6.40E+18,Thu Jul 15 08:12:29 +0000 2021,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",negatif
1.55E+19,Wed Nov 06 23:35:57 +0000 2024,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
4.62E+18,Wed Sep 27 14:53:43 +0000 2023,#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.,positif
1.27E+19,Fri Jun 03 06:16:49 +0000 2022,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",positif
1.69E+19,Sat Oct 28 23:32:26 +0000 2023,"Ada satu masa gue pake #gopaylater terus-terusan karena promo cashback-nya. Untungnya masih bisa kontrol pembayaran, kalau enggak sih berabe. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",positif
1.73E+19,Fri Sep 17 09:10:23 +0000 2021,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Tapi inget ya, tagihannya tetep harus dibayar sebelum jatuh tempo.",negatif
1.26E+19,Mon Sep 11 21:43:06 +0000 2023,"#shopeepaylater ini solusi banget buat yang suka belanja tapi belum gajian. Tapi jangan sampai dijadikan alasan buat gaya hidup konsumtif ya. Kadang suka was-was juga sih, takut kelupaan bayar.",positif
1.79E+19,Sun May 09 00:57:00 +0000 2021,"#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Tapi inget ya, tagihannya tetep harus dibayar sebelum jatuh tempo.",netral
1.12E+19,Sat Apr 06 08:55:00 +0000 2024,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.",positif
1.10E+19,Thu Nov 23 10:49:18 +0000 2023,"Tiap kali scroll TikTok, pasti muncul barang lucu dan karena udah ada #tiktokpaylater, tinggal klik beli. Bahaya sih, tapi emang memudahkan. Tapi inget ya, tagihannya tetep harus dibayar sebelum jatuh tempo.",negatif
1.35E+19,Sun Jul 18 21:09:22 +0000 2021,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",netral
8.03E+18,Sat Jul 13 04:36:43 +0000 2024,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.",positif
4.77E+18,Sun Oct 20 03:09:14 +0000 2024,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Intinya sih, harus pintar-pintar ngatur keuangan.",netral
6.38E+18,Tue Dec 20 20:31:18 +0000 2022,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Tapi inget ya, tagihannya tetep harus dibayar sebelum jatuh tempo.",negatif
8.22E+18,Sun Jan 29 00:37:42 +0000 2023,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",netral
1.45E+19,Thu Aug 18 05:11:08 +0000 2022,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Gue saranin sih jangan terlalu sering pake, nanti nagih.",positif
8.72E+18,Wed Jul 31 07:01:31 +0000 2024,"Tiap kali scroll TikTok, pasti muncul barang lucu dan karena udah ada #tiktokpaylater, tinggal klik beli. Bahaya sih, tapi emang memudahkan. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
1.13E+19,Fri Apr 26 14:47:38 +0000 2024,"Pernah sih error pas pakai #gopaylater, tapi di luar itu fiturnya ngebantu banget dan limitnya lumayan. Gue pake buat bayar belanjaan di GoMart juga. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.",positif
1.38E+19,Wed Jul 14 23:36:12 +0000 2021,"Kalau lagi kepepet dan dompet lagi tipis, #gopaylater bisa jadi penyelamat. Tapi inget, jangan sampai ketergantungan karena bisa bikin kebiasaan jelek juga. Tapi inget ya, tagihannya tetep harus dibayar sebelum jatuh tempo.",netral
6.73E+18,Fri Aug 25 22:21:07 +0000 2023,"Tiap kali scroll TikTok, pasti muncul barang lucu dan karena udah ada #tiktokpaylater, tinggal klik beli. Bahaya sih, tapi emang memudahkan. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",positif
3.17E+18,Tue May 02 05:09:55 +0000 2023,"Pernah sih error pas pakai #gopaylater, tapi di luar itu fiturnya ngebantu banget dan limitnya lumayan. Gue pake buat bayar belanjaan di GoMart juga. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",positif
3.09E+18,Tue Oct 04 07:11:01 +0000 2022,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",positif
9.88E+18,Mon Jan 06 14:11:30 +0000 2025,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
1.46E+19,Thu Apr 08 07:06:56 +0000 2021,"Ada satu masa gue pake #gopaylater terus-terusan karena promo cashback-nya. Untungnya masih bisa kontrol pembayaran, kalau enggak sih berabe. Gue saranin sih jangan terlalu sering pake, nanti nagih.",negatif
2.16E+18,Fri Mar 22 04:33:32 +0000 2024,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
9.95E+18,Mon Mar 21 16:36:53 +0000 2022,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Kadang suka was-was juga sih, takut kelupaan bayar.",positif
1.35E+19,Sat Nov 06 02:52:01 +0000 2021,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Gue saranin sih jangan terlalu sering pake, nanti nagih.",netral
1.56E+19,Fri Oct 15 18:28:48 +0000 2021,"Ada satu masa gue pake #gopaylater terus-terusan karena promo cashback-nya. Untungnya masih bisa kontrol pembayaran, kalau enggak sih berabe. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
1.33E+19,Sat Mar 20 04:24:27 +0000 2021,"Proses aktivasi #tiktokpaylater cepet banget. Gue kira bakal ribet kayak aplikasi lain, tapi ini tinggal klik doang langsung bisa dipake. Gue saranin sih jangan terlalu sering pake, nanti nagih.",netral
3.15E+18,Sun Aug 20 12:50:20 +0000 2023,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Intinya sih, harus pintar-pintar ngatur keuangan.",positif
5.84E+18,Thu Dec 22 16:53:29 +0000 2022,"Proses aktivasi #tiktokpaylater cepet banget. Gue kira bakal ribet kayak aplikasi lain, tapi ini tinggal klik doang langsung bisa dipake. Kadang suka was-was juga sih, takut kelupaan bayar.",negatif
6.52E+17,Tue Apr 23 14:18:08 +0000 2024,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",netral
1.70E+19,Sat Jun 22 16:44:46 +0000 2024,"Proses aktivasi #tiktokpaylater cepet banget. Gue kira bakal ribet kayak aplikasi lain, tapi ini tinggal klik doang langsung bisa dipake. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",negatif
1.51E+19,Tue Sep 27 18:38:45 +0000 2022,"Kalau lagi kepepet dan dompet lagi tipis, #gopaylater bisa jadi penyelamat. Tapi inget, jangan sampai ketergantungan karena bisa bikin kebiasaan jelek juga. Kadang suka was-was juga sih, takut kelupaan bayar.",netral
1.33E+19,Fri May 10 03:29:47 +0000 2024,#shopeepaylater ini solusi banget buat yang suka belanja tapi belum gajian. Tapi jangan sampai dijadikan alasan buat gaya hidup konsumtif ya. Untungnya gue selalu catat jadwal bayar biar gak kelewat.,positif
5.64E+18,Sat Jan 16 22:54:38 +0000 2021,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",negatif
2.66E+18,Sat Feb 04 14:54:09 +0000 2023,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Kadang suka was-was juga sih, takut kelupaan bayar.",netral
1.12E+19,Wed Dec 25 19:54:22 +0000 2024,"Pernah sih error pas pakai #gopaylater, tapi di luar itu fiturnya ngebantu banget dan limitnya lumayan. Gue pake buat bayar belanjaan di GoMart juga. Kadang suka was-was juga sih, takut kelupaan bayar.",positif
1.83E+19,Sun Aug 14 18:41:27 +0000 2022,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Tapi kalau gak dikontrol, bisa-bisa malah makin boros.",positif
1.42E+19,Sun Jan 05 04:33:57 +0000 2025,#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.,positif
2.84E+18,Tue Sep 19 03:06:00 +0000 2023,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",positif
1.72E+19,Fri Jun 21 05:28:36 +0000 2024,"Awalnya sempat skeptis sama fitur paylater, tapi setelah coba #shopeepaylater, ternyata cukup membantu pas butuh dana cepat. Walau harus tetap hati-hati biar gak kalap. Ini pengalaman pribadi ya, bisa jadi beda buat orang lain.",positif
1.01E+19,Fri Nov 17 12:52:26 +0000 2023,"#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Intinya sih, harus pintar-pintar ngatur keuangan.",netral
4.01E+17,Fri Jul 16 03:44:19 +0000 2021,"Ada satu masa gue pake #gopaylater terus-terusan karena promo cashback-nya. Untungnya masih bisa kontrol pembayaran, kalau enggak sih berabe. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",netral
8.50E+18,Thu Dec 26 11:59:28 +0000 2024,"Setelah aktifin #tiktokpaylater, belanja di TikTok Shop jadi makin sering. Tapi gue coba atur biar cuma beli yang bener-bener dibutuhin aja. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",netral
4.22E+18,Tue May 30 22:03:46 +0000 2023,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",netral
3.05E+18,Thu Jun 24 18:15:54 +0000 2021,"Kalau lagi kepepet dan dompet lagi tipis, #gopaylater bisa jadi penyelamat. Tapi inget, jangan sampai ketergantungan karena bisa bikin kebiasaan jelek juga. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.",positif
4.13E+18,Sun Sep 05 17:11:52 +0000 2021,"Menurut gue #shopeepaylater cocok banget buat jaga-jaga kalo ada kebutuhan mendesak. Tapi ya harus bisa ngatur prioritas, jangan mentang-mentang bisa bayar nanti. Tapi fitur ini ngebantu banget sih selama dipakai dengan bijak.",positif
4.44E+18,Wed Nov 08 10:09:48 +0000 2023,"Ada satu masa gue pake #gopaylater terus-terusan karena promo cashback-nya. Untungnya masih bisa kontrol pembayaran, kalau enggak sih berabe. Untungnya gue selalu catat jadwal bayar biar gak kelewat.",positif
1.54E+19,Sat Dec 11 08:22:00 +0000 2021,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Gue saranin sih jangan terlalu sering pake, nanti nagih.",netral
3.58E+18,Tue Jun 04 23:37:07 +0000 2024,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Gue saranin sih jangan terlalu sering pake, nanti nagih.",positif
1.17E+19,Wed May 26 08:53:57 +0000 2021,"#gopaylater ini fitur favorit gue buat kebutuhan harian kayak beli makan atau transport. Gak perlu ribet dan langsung dipotong bulan depan. Gue saranin sih jangan terlalu sering pake, nanti nagih.",netral
1.23E+18,Tue Aug 01 03:58:13 +0000 2023,"Gue udah beberapa kali pake #shopeepaylater dan so far aman-aman aja sih, asal dibayar tepat waktu. Tapi limitnya kadang bikin tergoda checkout banyak barang. Lumayan banget sih buat yang lagi nyari solusi cepat dan gak ribet.",positif
1.24E+19,Sat Dec 09 21:30:51 +0000 2023,"#tiktokpaylater itu ibarat pedang bermata dua. Di satu sisi praktis banget buat checkout barang lucu di TikTok, tapi gampang banget bikin kalap juga. Intinya sih, harus pintar-pintar ngatur keuangan.",positif
7.16E+18,Sun Oct 27 22:42:42 +0000 2024,"Kalau lagi kepepet dan dompet lagi tipis, #gopaylater bisa jadi penyelamat. Tapi inget, jangan sampai ketergantungan karena bisa bikin kebiasaan jelek juga. Tapi tetep ya, yang namanya utang harus diprioritaskan buat dilunasi.",netral
